g1, 10, 2, 9, 3, 165
A, 129, 245
D, 129, 275

g32, 9, 10, 10, 5, 725
A, 101, 10
A, 103, 15
D, 101, 40
A, 105, 65
D, 105, 70
P, 0, 0
W, 0, 0
D, 103, 125
A, 111, 130

g33, 10, 7, 2, 3, 330
A, 101, 40
A, 104, 70
A, 105, 85
D, 101, 95
D, 104, 125
A, 116, 145
A, 118, 155
A, 127, 165
P, 0, 0
W, 0, 0

g34, 13, 4, 5, 3, 1020
A, 101, 5
A, 102, 10
A, 107, 15
P, 0, 0
W, 0, 0
A, 108, 65
A, 109, 80
D, 109, 85
A, 121, 100
A, 124, 140
A, 125, 160
D, 102, 165
D, 107, 195

g35, 17, 9, 2, 1, 180
A, 101, 10
A, 102, 20
D, 102, 40
D, 101, 65
A, 108, 80
D, 108, 85
A, 110, 135
D, 110, 140
A, 114, 145
P, 0, 0
W, 0, 0
A, 115, 185
A, 117, 200
D, 114, 210
D, 115, 215
A, 131, 220
A, 133, 225

g36, 7, 1, 10, 1, 100
A, 101, 55
A, 104, 115
D, 101, 155
A, 110, 190
A, 112, 195
P, 0, 0
W, 0, 0

g37, 17, 1, 2, 3, 585
A, 107, 10
A, 109, 15
A, 110, 60
D, 107, 85
A, 117, 105
A, 119, 140
D, 110, 205
A, 124, 215
A, 125, 220
A, 127, 235
A, 132, 245
A, 136, 255
D, 132, 260
D, 136, 265
P, 0, 0
W, 0, 0
D, 119, 275

g38, 7, 7, 2, 2, 230
A, 101, 65
D, 101, 75
P, 0, 0
W, 0, 0
A, 112, 130
A, 113, 145
D, 112, 235

g39, 18, 8, 5, 5, 450
A, 101, 5
A, 102, 35
D, 101, 40
A, 108, 45
D, 102, 50
D, 108, 60
P, 0, 0
W, 0, 0
A, 116, 65
D, 116, 70
A, 119, 95
D, 119, 100
A, 121, 110
A, 124, 120
A, 125, 145
D, 125, 160
A, 127, 165
A, 128, 175

g40, 4, 4, 7, 5, 0
A, 105, 45
A, 112, 130
P, 0, 0
W, 0, 0

g41, 9, 10, 1, 1, 95
A, 102, 50
D, 102, 90
A, 104, 100
D, 104, 130
P, 0, 0
W, 0, 0
A, 107, 155
D, 107, 180
A, 122, 220

g42, 14, 7, 4, 3, 180
A, 105, 20
D, 105, 35
A, 109, 45
D, 109, 60
A, 111, 85
D, 111, 95
A, 116, 100
D, 116, 120
A, 119, 150
P, 0, 0
W, 0, 0
A, 120, 220
A, 123, 225
A, 125, 235

g43, 13, 3, 10, 5, 600
A, 101, 5
D, 101, 15
A, 105, 25
D, 105, 55
A, 115, 60
A, 119, 130
D, 119, 195
A, 124, 210
D, 124, 215
A, 134, 230
P, 0, 0
W, 0, 0
D, 134, 240

g44, 5, 7, 3, 4, 260
A, 105, 180
A, 109, 230
D, 109, 295
P, 0, 0
W, 0, 0

g45, 13, 5, 8, 5, 700
A, 105, 15
D, 105, 55
A, 111, 95
D, 111, 100
A, 114, 115
A, 115, 125
P, 0, 0
W, 0, 0
D, 115, 150
D, 114, 170
A, 121, 265
D, 121, 280
A, 125, 285

g46, 20, 9, 2, 1, 165
A, 101, 10
A, 102, 25
A, 103, 50
A, 105, 75
P, 0, 0
W, 0, 0
D, 103, 90
A, 108, 105
D, 105, 145
A, 111, 165
D, 102, 190
A, 116, 215
A, 117, 220
A, 118, 225
A, 120, 240
A, 123, 245
D, 117, 250
A, 129, 255
D, 116, 260
D, 123, 275

g47, 22, 10, 6, 4, 1240
A, 101, 20
D, 101, 30
A, 103, 65
D, 103, 85
A, 107, 95
A, 108, 130
A, 109, 145
D, 109, 165
D, 108, 170
D, 107, 180
A, 115, 200
A, 119, 210
A, 122, 215
D, 119, 225
D, 122, 250
D, 115, 265
A, 128, 285
A, 129, 315
D, 129, 335
P, 0, 0
W, 0, 0
A, 135, 340

g48, 16, 7, 8, 4, 960
A, 106, 10
D, 106, 30
A, 109, 45
D, 109, 70
A, 115, 75
D, 115, 85
A, 119, 120
A, 121, 140
A, 122, 155
D, 119, 180
A, 126, 185
A, 127, 210
P, 0, 0
W, 0, 0
D, 121, 230
D, 127, 245

g49, 11, 7, 4, 5, 475
A, 103, 25
A, 104, 30
P, 0, 0
W, 0, 0
D, 104, 55
D, 103, 70
A, 113, 90
D, 113, 105
A, 118, 130
D, 118, 140
A, 122, 160

g50, 20, 4, 4, 3, 825
A, 102, 5
D, 102, 20
P, 0, 0
W, 0, 0
A, 106, 25
A, 109, 65
D, 106, 90
D, 109, 100
A, 112, 110
A, 113, 115
D, 113, 135
A, 119, 150
A, 120, 160
A, 121, 195
A, 127, 210
A, 128, 215
A, 129, 285
A, 132, 295
D, 120, 300
A, 134, 305

g51, 12, 1, 3, 5, 1000
A, 103, 10
A, 104, 15
A, 105, 30
A, 108, 40
P, 0, 0
W, 0, 0
D, 108, 60
A, 114, 100
A, 115, 125
A, 116, 155
D, 103, 210
A, 125, 235

g52, 4, 8, 2, 3, 0
A, 110, 40
P, 0, 0
W, 0, 0
A, 112, 130

g53, 11, 7, 3, 5, 1450
A, 101, 5
A, 105, 40
D, 101, 50
A, 108, 65
A, 112, 140
D, 112, 155
D, 108, 165
P, 0, 0
W, 0, 0
D, 105, 170
A, 120, 180

g54, 16, 4, 3, 5, 950
A, 101, 25
D, 101, 40
A, 104, 45
A, 105, 50
A, 106, 55
D, 106, 85
P, 0, 0
W, 0, 0
A, 112, 90
D, 105, 95
A, 115, 100
A, 116, 105
D, 104, 145
A, 119, 150
A, 121, 185
A, 125, 195

g55, 22, 6, 10, 3, 615
A, 104, 5
D, 104, 45
A, 107, 50
D, 107, 55
A, 113, 80
D, 113, 95
A, 117, 120
A, 119, 125
D, 119, 130
A, 122, 145
D, 117, 155
A, 124, 180
D, 124, 200
D, 122, 210
A, 129, 225
D, 129, 235
A, 131, 265
P, 0, 0
W, 0, 0
D, 131, 270
A, 133, 275
D, 133, 280

g56, 15, 7, 9, 3, 480
A, 105, 15
D, 105, 20
A, 108, 25
A, 109, 70
D, 109, 80
A, 111, 85
D, 111, 90
D, 108, 120
A, 114, 135
D, 114, 150
A, 119, 165
A, 120, 190
D, 120, 220
P, 0, 0
W, 0, 0

g57, 14, 5, 10, 1, 75
A, 102, 10
D, 102, 15
A, 107, 65
D, 107, 70
P, 0, 0
W, 0, 0
A, 113, 75
D, 113, 90
A, 115, 115
D, 115, 165
A, 118, 180
A, 120, 225
A, 122, 230
A, 127, 235

g58, 9, 10, 8, 1, 90
A, 102, 5
A, 104, 15
A, 107, 25
D, 104, 105
P, 0, 0
W, 0, 0
A, 113, 180
A, 114, 185
A, 116, 200

g59, 16, 1, 7, 1, 310
A, 104, 45
D, 104, 50
A, 113, 110
D, 113, 125
A, 123, 130
A, 124, 150
P, 0, 0
W, 0, 0
A, 127, 165
D, 124, 205
A, 132, 245
A, 137, 250
A, 138, 275
D, 138, 280
D, 123, 300
D, 137, 310

g60, 7, 10, 3, 3, 225
A, 104, 5
P, 0, 0
W, 0, 0
D, 104, 80
A, 118, 85
A, 131, 105
A, 132, 185

g61, 13, 10, 4, 4, 660
A, 102, 35
D, 102, 70
A, 107, 80
D, 107, 90
A, 113, 115
A, 115, 165
P, 0, 0
W, 0, 0
D, 115, 170
A, 119, 190
D, 113, 205
D, 119, 215
A, 129, 225

g62, 14, 4, 3, 2, 480
A, 103, 5
A, 104, 10
A, 116, 40
D, 116, 80
D, 103, 100
D, 104, 105
A, 124, 115
D, 124, 125
P, 0, 0
W, 0, 0
A, 126, 190
A, 132, 235
A, 133, 260
A, 136, 280

g63, 16, 7, 7, 5, 500
A, 102, 15
D, 102, 45
A, 108, 110
D, 108, 115
P, 0, 0
W, 0, 0
A, 111, 120
A, 114, 125
A, 115, 130
A, 116, 135
A, 121, 140
A, 122, 160
A, 123, 170
D, 111, 185
A, 125, 200
A, 129, 205

g64, 11, 1, 6, 5, 700
A, 101, 5
A, 103, 15
A, 104, 20
A, 105, 60
D, 104, 85
D, 105, 135
A, 115, 140
P, 0, 0
W, 0, 0
A, 117, 145
A, 118, 245

g65, 5, 1, 5, 1, 110
A, 104, 105
P, 0, 0
W, 0, 0
A, 107, 125
D, 104, 215

g66, 5, 5, 6, 3, 90
A, 113, 5
D, 113, 35
A, 117, 165
P, 0, 0
W, 0, 0

g67, 3, 5, 6, 1, 0
A, 117, 220
P, 0, 0
W, 0, 0

g68, 7, 1, 5, 4, 0
A, 104, 55
P, 0, 0
W, 0, 0
A, 105, 135
A, 115, 190
A, 117, 235
A, 118, 245

g69, 21, 9, 7, 3, 1260
A, 101, 10
A, 104, 20
A, 105, 25
D, 104, 40
A, 108, 50
A, 112, 55
A, 114, 95
A, 116, 105
A, 117, 140
A, 118, 170
A, 119, 185
D, 114, 205
P, 0, 0
W, 0, 0
D, 118, 220
A, 126, 225
A, 128, 230
A, 129, 250
A, 130, 255
D, 130, 260
D, 101, 285

g70, 8, 5, 6, 1, 95
A, 106, 60
D, 106, 120
A, 110, 140
P, 0, 0
W, 0, 0
D, 110, 175
A, 119, 180
A, 120, 230

g71, 18, 7, 10, 5, 1175
A, 102, 15
D, 102, 20
A, 106, 40
A, 107, 55
D, 107, 60
D, 106, 85
A, 115, 100
P, 0, 0
W, 0, 0
A, 118, 105
A, 120, 125
A, 123, 140
A, 126, 150
D, 126, 155
A, 128, 210
A, 131, 225
D, 128, 235
D, 115, 250

g72, 16, 10, 6, 2, 260
A, 102, 5
A, 103, 10
D, 102, 30
A, 106, 50
D, 106, 55
P, 0, 0
W, 0, 0
D, 103, 75
A, 113, 90
A, 115, 95
D, 115, 105
D, 113, 110
A, 120, 140
D, 120, 145
A, 124, 165
A, 126, 185

g73, 14, 10, 4, 3, 600
A, 101, 10
A, 108, 40
D, 108, 70
D, 101, 75
A, 115, 95
A, 116, 125
D, 115, 140
D, 116, 145
P, 0, 0
W, 0, 0
A, 124, 225
A, 127, 250
D, 127, 290
A, 136, 295

g74, 13, 4, 5, 2, 410
A, 101, 45
A, 102, 50
A, 103, 75
D, 102, 100
A, 107, 140
D, 107, 155
A, 120, 170
D, 101, 185
A, 123, 210
A, 124, 215
A, 125, 240
P, 0, 0
W, 0, 0

g75, 16, 5, 3, 4, 1380
A, 101, 55
A, 103, 60
A, 105, 70
D, 103, 90
D, 101, 125
A, 109, 150
D, 105, 190
A, 111, 200
D, 111, 220
D, 109, 225
A, 117, 235
D, 117, 245
A, 120, 270
D, 120, 290
P, 0, 0
W, 0, 0

g76, 21, 1, 3, 5, 725
A, 102, 5
D, 102, 15
A, 107, 20
D, 107, 30
A, 109, 50
A, 110, 60
A, 111, 65
A, 112, 70
P, 0, 0
W, 0, 0
A, 113, 75
D, 112, 90
A, 116, 105
D, 113, 125
D, 116, 135
A, 120, 145
A, 122, 155
D, 122, 170
D, 110, 185
D, 120, 220
A, 130, 225

g77, 8, 1, 9, 2, 170
A, 103, 10
A, 105, 35
A, 107, 40
A, 109, 60
D, 105, 120
P, 0, 0
W, 0, 0
A, 113, 125

g78, 16, 4, 7, 4, 60
A, 101, 5
A, 105, 10
A, 111, 20
A, 112, 30
A, 113, 35
A, 116, 40
D, 113, 50
A, 118, 65
A, 119, 70
A, 124, 75
D, 124, 80
P, 0, 0
W, 0, 0
A, 127, 85
A, 130, 95
A, 134, 105

g79, 17, 10, 8, 1, 235
A, 102, 15
A, 103, 20
D, 102, 30
D, 103, 55
A, 110, 60
A, 111, 75
A, 113, 95
P, 0, 0
W, 0, 0
A, 114, 110
A, 115, 150
D, 110, 160
A, 118, 170
D, 114, 190
A, 121, 195
A, 124, 205
D, 124, 210

g80, 16, 2, 1, 5, 1050
A, 102, 15
A, 103, 20
D, 102, 25
A, 107, 40
A, 110, 85
A, 111, 110
D, 103, 120
A, 113, 135
A, 115, 185
A, 118, 190
P, 0, 0
W, 0, 0
D, 107, 200
D, 118, 205
D, 110, 225
D, 115, 240

g81, 20, 10, 8, 1, 335
A, 101, 10
A, 102, 35
D, 101, 40
D, 102, 60
A, 105, 70
A, 107, 75
D, 107, 100
D, 105, 110
A, 111, 120
P, 0, 0
W, 0, 0
A, 112, 130
A, 114, 150
D, 114, 165
D, 112, 170
D, 111, 180
A, 123, 200
A, 124, 260
D, 124, 270
D, 123, 290

g82, 6, 5, 5, 1, 135
A, 102, 110
A, 103, 235
D, 102, 245
A, 109, 260
P, 0, 0
W, 0, 0

g83, 18, 1, 6, 1, 80
A, 101, 5
D, 101, 10
A, 104, 70
A, 105, 85
D, 104, 90
P, 0, 0
W, 0, 0
D, 105, 95
A, 111, 105
A, 114, 110
D, 114, 115
A, 118, 130
A, 122, 140
A, 123, 165
D, 122, 180
A, 126, 205
A, 127, 215
A, 130, 225

g84, 14, 5, 8, 4, 600
A, 101, 10
A, 103, 15
A, 104, 40
D, 101, 50
A, 106, 60
D, 106, 90
P, 0, 0
W, 0, 0
A, 112, 120
D, 112, 170
A, 118, 200
D, 118, 230
A, 123, 255
A, 127, 265

g85, 7, 6, 9, 1, 75
A, 105, 35
P, 0, 0
W, 0, 0
D, 105, 70
A, 107, 125
D, 107, 165
A, 116, 175

g86, 6, 1, 4, 5, 1300
A, 102, 45
A, 103, 120
D, 102, 165
D, 103, 260
P, 0, 0
W, 0, 0

g87, 17, 4, 3, 2, 250
A, 101, 15
D, 101, 20
A, 105, 35
P, 0, 0
W, 0, 0
D, 105, 60
A, 110, 70
D, 110, 95
A, 117, 110
D, 117, 125
A, 122, 135
D, 122, 140
A, 125, 155
A, 126, 160
D, 126, 175
A, 131, 180
D, 125, 190

g88, 7, 4, 8, 1, 100
A, 102, 40
D, 102, 85
A, 109, 105
D, 109, 160
P, 0, 0
W, 0, 0
A, 119, 230

g89, 17, 6, 9, 3, 1005
A, 101, 15
A, 102, 40
A, 104, 65
A, 105, 70
D, 104, 85
D, 105, 105
D, 102, 110
P, 0, 0
W, 0, 0
A, 113, 115
A, 114, 140
D, 114, 150
D, 101, 155
D, 113, 165
A, 127, 170
D, 127, 180
A, 130, 190

g90, 10, 10, 9, 1, 40
A, 106, 5
P, 0, 0
W, 0, 0
D, 106, 30
A, 111, 35
D, 111, 50
A, 115, 90
A, 117, 145
A, 118, 150
A, 119, 170

g91, 14, 8, 3, 4, 1340
A, 102, 35
D, 102, 65
A, 107, 70
A, 108, 130
D, 108, 135
A, 110, 145
P, 0, 0
W, 0, 0
D, 107, 235
D, 110, 255
A, 114, 260
D, 114, 270
A, 119, 280
D, 119, 295

g92, 15, 5, 4, 4, 840
A, 101, 25
D, 101, 50
A, 108, 55
P, 0, 0
W, 0, 0
A, 109, 65
A, 113, 80
D, 108, 85
A, 117, 90
A, 122, 100
A, 124, 135
D, 122, 165
D, 113, 170
A, 128, 245
A, 132, 265

g93, 20, 4, 1, 5, 350
A, 101, 5
A, 104, 10
D, 101, 35
D, 104, 40
A, 113, 80
A, 114, 85
D, 114, 110
D, 113, 115
A, 119, 125
A, 121, 145
D, 121, 150
A, 124, 155
A, 127, 165
A, 128, 245
D, 128, 250
D, 127, 260
P, 0, 0
W, 0, 0
D, 119, 265
A, 134, 270

g94, 21, 4, 8, 3, 1380
A, 102, 20
A, 103, 25
P, 0, 0
W, 0, 0
D, 102, 30
D, 103, 40
A, 108, 45
D, 108, 90
A, 111, 105
A, 112, 110
A, 115, 120
A, 116, 125
A, 117, 140
D, 117, 155
D, 115, 195
A, 121, 200
A, 122, 205
D, 112, 215
D, 111, 220
A, 127, 250
D, 121, 280

g95, 8, 8, 6, 2, 160
A, 107, 10
A, 119, 25
D, 107, 90
P, 0, 0
W, 0, 0
A, 122, 120
A, 123, 125
A, 125, 145

g96, 3, 2, 1, 2, 0
A, 112, 10
P, 0, 0
W, 0, 0

g97, 17, 7, 3, 1, 275
A, 101, 5
A, 104, 30
D, 104, 70
P, 0, 0
W, 0, 0
D, 101, 75
A, 108, 100
A, 111, 155
A, 114, 170
D, 114, 175
D, 108, 190
A, 121, 195
D, 111, 200
A, 123, 205
A, 124, 215
A, 125, 220
D, 123, 230

g98, 13, 6, 1, 2, 330
A, 101, 50
D, 101, 130
A, 106, 135
D, 106, 145
A, 108, 160
D, 108, 235
A, 113, 240
P, 0, 0
W, 0, 0
A, 115, 275
A, 118, 300
A, 119, 315
A, 121, 330

g99, 8, 7, 10, 4, 60
A, 102, 55
D, 102, 60
A, 107, 105
P, 0, 0
W, 0, 0
A, 108, 110
A, 110, 180
D, 110, 190

g100, 20, 2, 7, 1, 450
A, 102, 10
D, 102, 25
A, 105, 30
A, 107, 35
A, 108, 70
A, 109, 100
D, 105, 110
D, 109, 115
D, 107, 130
A, 120, 140
D, 108, 150
A, 122, 160
D, 120, 165
D, 122, 190
A, 127, 220
A, 129, 270
P, 0, 0
W, 0, 0
A, 133, 300
D, 127, 330

